Detector;Detector-error;Extractor;Extractor-error;Matcher;Matcher-error;InputResolution;InputResolution-error;InputResolution-median;ProcessingResolution;ProcessingResolution-error;ProcessingResolution-median;DisplayFunction(ms);DisplayFunction(ms)-error;DisplayFunction(ms)-median;ObjectFound;ObjectFound-error;ObjectFound-median;AnalyzeSceneFrame(ms);AnalyzeSceneFrame(ms)-error;AnalyzeSceneFrame(ms)-median;AnalyzerProcess(ms);AnalyzerProcess(ms)-error;AnalyzerProcess(ms)-median;SceneKeypoints;SceneKeypoints-error;SceneKeypoints-median;ObjectKeypoints;ObjectKeypoints-error;ObjectKeypoints-median;GoodSceneKeypoints;GoodSceneKeypoints-error;GoodSceneKeypoints-median;GoodTrainKeypoints;GoodTrainKeypoints-error;GoodTrainKeypoints-median;Inliers;Inliers-error;Inliers-median;Outliers;Outliers-error;Outliers-median;InliersCalc(ms);InliersCalc(ms)-error;InliersCalc(ms)-median;DescriptorType;DescriptorType-error;DescriptorType-median;MatchingDescriptors(ms);MatchingDescriptors(ms)-error;MatchingDescriptors(ms)-median;PerspectiveTransform(ms);PerspectiveTransform(ms)-error;PerspectiveTransform(ms)-median;TrackerInitialize(ms);TrackerInitialize(ms)-error;TrackerInitialize(ms)-median;TrackerCorners;TrackerCorners-error;TrackerCorners-median;isInImage;isInImage-error;isInImage-median;isObjectInsideImage(ms);isObjectInsideImage(ms)-error;isObjectInsideImage(ms)-median;TrackingProcess(ms);TrackingProcess(ms)-error;TrackingProcess(ms)-median;Deviation;Deviation-error;Deviation-median;
SURF;;BRIEF;;Flann;;336x252;;336x252;305x229;;305x229;946.69;42.59;942.57;0.00;0.00;false;513.67;35.17;496.88;942.46;40.48;939.51;151.00;0.00;151.00;197.00;0.00;197.00;197.00;0.00;197.00;197.00;0.00;197.00;35.50;8.50;38.00;161.50;8.50;159.00;399.52;26.26;399.49;binary;;binary;44.61;10.31;42.29;1.16;1.12;0.04;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SURF;;BRISK;;BF;;336x252;;336x252;305x229;;305x229;464.92;49.17;432.50;0.00;0.00;false;273.88;41.36;238.37;463.58;49.15;430.78;130.00;0.00;130.00;159.00;0.00;159.00;159.00;0.00;159.00;159.00;0.00;159.00;11.00;0.00;11.00;148.00;0.00;148.00;190.73;14.94;185.71;binary;;binary;5.56;2.57;3.50;0.21;0.19;0.03;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SURF;;BRISK;;Flann;;336x252;;336x252;305x229;;305x229;767.90;47.85;742.59;0.15;0.15;false;413.24;26.16;403.89;765.56;47.82;739.97;130.00;0.00;130.00;159.00;0.00;159.00;159.00;0.00;159.00;159.00;0.00;159.00;17.50;6.50;15.00;141.50;6.50;144.00;325.15;27.76;309.34;binary;;binary;29.48;7.54;25.03;0.08;0.05;0.04;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SURF;;FREAK;;BF;;336x252;;336x252;305x229;;305x229;461.87;43.41;432.10;0.00;0.00;false;275.94;39.50;243.91;459.06;42.95;430.33;75.00;0.00;75.00;96.00;0.00;96.00;96.00;0.00;96.00;96.00;0.00;96.00;18.00;0.00;18.00;78.00;0.00;78.00;197.32;23.62;181.47;binary;;binary;3.42;2.36;1.89;0.08;0.06;0.03;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SURF;;FREAK;;Flann;;336x252;;336x252;305x229;;305x229;655.95;114.60;724.53;0.00;0.00;false;418.55;31.91;403.08;653.69;114.92;722.37;75.00;0.00;75.00;96.00;0.00;96.00;96.00;0.00;96.00;96.00;0.00;96.00;20.50;7.50;19.00;75.50;7.50;77.00;215.31;101.90;298.59;binary;;binary;21.45;9.80;18.58;0.10;0.07;0.04;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SURF;;ORB;;BF;;336x252;;336x252;305x229;;305x229;738.37;76.92;710.43;0.00;0.00;false;442.96;54.52;420.37;736.43;77.02;708.83;149.00;0.00;149.00;189.00;0.00;189.00;189.00;0.00;189.00;189.00;0.00;189.00;13.00;0.00;13.00;176.00;0.00;176.00;302.23;43.08;279.32;binary;;binary;6.01;2.98;3.74;0.09;0.06;0.03;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SURF;;ORB;;Flann;;336x252;;336x252;305x229;;305x229;942.42;125.07;1064.74;0.00;0.00;false;549.31;85.36;559.71;938.92;123.69;825.77;149.00;0.00;149.00;189.00;0.00;189.00;189.00;0.00;189.00;189.00;0.00;189.00;23.00;9.00;23.00;166.00;9.00;166.00;383.04;68.32;392.67;binary;;binary;38.62;10.08;40.36;0.20;0.17;0.04;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SURF;;SIFT;;BF;;336x252;;336x252;305x229;;305x229;2026.75;249.22;1928.47;1.00;1.00;true;1968.33;247.05;1873.65;2024.66;249.32;1926.67;166.00;0.00;166.00;213.00;0.00;213.00;44.00;0.00;44.00;44.00;0.00;44.00;18.00;0.00;18.00;26.00;0.00;26.00;31.65;8.92;26.91;float;;float;41.34;19.49;28.45;0.08;0.05;0.03;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SURF;;SIFT;;Flann;;336x252;;336x252;305x229;;305x229;1996.39;787.51;2522.08;1.00;1.00;true;1901.97;737.79;2421.81;1994.44;787.04;2519.69;166.00;0.00;166.00;213.00;0.00;213.00;47.50;4.50;47.00;47.50;4.50;47.00;16.50;2.50;16.00;31.00;5.00;31.00;86.13;66.88;48.43;float;;float;28.63;15.31;32.83;0.17;0.15;0.04;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SURF;;SURF;;BF;;336x252;;336x252;305x229;;305x229;858.40;161.18;771.71;0.00;0.00;false;829.98;157.65;747.84;856.37;160.72;769.76;166.00;0.00;166.00;213.00;0.00;213.00;14.00;0.00;14.00;14.00;0.00;14.00;9.00;0.00;9.00;5.00;0.00;5.00;6.66;3.79;4.01;float;;float;21.84;6.20;19.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SURF;;SURF;;Flann;;336x252;;336x252;305x229;;305x229;1174.80;19.03;1172.29;0.61;0.61;true;1136.85;20.19;1134.60;1172.50;18.60;1169.12;166.00;0.00;166.00;213.00;0.00;213.00;15.00;2.00;15.00;15.00;2.00;15.00;10.50;1.50;12.00;5.00;2.00;5.00;7.28;4.5;4.95;float;;float;29.53;4.43;28.95;0.15;0.15;0.03;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
