Detector;Detector-error;Extractor;Extractor-error;Matcher;Matcher-error;InputResolution;InputResolution-error;InputResolution-median;ProcessingResolution;ProcessingResolution-error;ProcessingResolution-median;DisplayFunction(ms);DisplayFunction(ms)-error;DisplayFunction(ms)-median;ObjectFound;ObjectFound-error;ObjectFound-median;AnalyzeSceneFrame(ms);AnalyzeSceneFrame(ms)-error;AnalyzeSceneFrame(ms)-median;AnalyzerProcess(ms);AnalyzerProcess(ms)-error;AnalyzerProcess(ms)-median;SceneKeypoints;SceneKeypoints-error;SceneKeypoints-median;ObjectKeypoints;ObjectKeypoints-error;ObjectKeypoints-median;GoodSceneKeypoints;GoodSceneKeypoints-error;GoodSceneKeypoints-median;GoodTrainKeypoints;GoodTrainKeypoints-error;GoodTrainKeypoints-median;Inliers;Inliers-error;Inliers-median;Outliers;Outliers-error;Outliers-median;InliersCalc(ms);InliersCalc(ms)-error;InliersCalc(ms)-median;DescriptorType;DescriptorType-error;DescriptorType-median;MatchingDescriptors(ms);MatchingDescriptors(ms)-error;MatchingDescriptors(ms)-median;PerspectiveTransform(ms);PerspectiveTransform(ms)-error;PerspectiveTransform(ms)-median;TrackerInitialize(ms);TrackerInitialize(ms)-error;TrackerInitialize(ms)-median;TrackerCorners;TrackerCorners-error;TrackerCorners-median;isInImage;isInImage-error;isInImage-median;isObjectInsideImage(ms);isObjectInsideImage(ms)-error;isObjectInsideImage(ms)-median;TrackingProcess(ms);TrackingProcess(ms)-error;TrackingProcess(ms)-median;Deviation;Deviation-error;Deviation-median;
BRISK;;AKAZE;;BF;;336x252;;336x252;305x229;;305x229;79.13;7.06;75.1;1.00;1.00;true;31.77;3.65;28.86;78.88;7.06;74.79;157.00;0.00;157.00;161.00;0.00;161.00;161.00;0.00;161.00;161.00;0.00;161.00;20.00;0.00;20.00;141.00;0.00;141.00;44.86;3.20;42.77;binary;;binary;2.30;0.47;2.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
BRISK;;BRIEF;;BF;;336x252;;336x252;305x229;;305x229;64.96;17.45;49.79;0.00;0.00;false;4.74;1.26;3.69;64.64;17.39;49.55;139.00;0.00;139.00;184.00;0.00;184.00;184.00;0.00;184.00;184.00;0.00;184.00;22.00;0.00;22.00;162.00;0.00;162.00;58.36;16.25;44.4;binary;;binary;1.44;0.21;1.51;0.01;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
BRISK;;BRISK;;BF;;336x252;;336x252;305x229;;305x229;62.26;13.11;52.08;0.00;0.00;false;4.81;1.05;4.00;61.99;13.04;51.84;140.00;0.00;140.00;196.00;0.00;196.00;196.00;0.00;196.00;196.00;0.00;196.00;9.00;0.00;9.00;187.00;0.00;187.00;54.43;12.42;45.17;binary;;binary;2.06;0.75;2.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
BRISK;;FREAK;;BF;;336x252;;336x252;305x229;;305x229;50.35;4.76;46.41;0.00;0.00;false;3.45;0.23;3.29;50.11;4.76;46.17;80.00;0.00;80.00;125.00;0.00;125.00;125.00;0.00;125.00;125.00;0.00;125.00;16.00;0.00;16.00;109.00;0.00;109.00;45.92;4.75;41.89;binary;;binary;0.87;0.07;0.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
BRISK;;ORB;;BF;;336x252;;336x252;305x229;;305x229;51.83;3.74;50.04;0.00;0.00;false;5.15;0.88;4.41;51.59;3.74;49.73;138.00;0.00;138.00;180.00;0.00;180.00;180.00;0.00;180.00;180.00;0.00;180.00;11.00;0.00;11.00;169.00;0.00;169.00;45.52;3.59;43.74;binary;;binary;1.11;0.41;1.46;0.01;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
BRISK;;SIFT;;BF;;336x252;;336x252;305x229;;305x229;63.23;4.95;60.03;0.00;0.00;false;60.04;4.84;56.68;62.99;4.94;59.80;140.00;0.00;140.00;196.00;0.00;196.00;12.00;0.00;12.00;12.00;0.00;12.00;7.00;0.00;7.00;5.00;0.00;5.00;1.47;0.36;1.15;float;;float;1.68;0.52;1.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
BRISK;;SURF;;BF;;336x252;;336x252;305x229;;305x229;21.86;1.56;21.24;0.00;0.00;false;18.81;1.47;18.34;21.60;1.55;20.99;140.00;0.00;140.00;196.00;0.00;196.00;6.00;0.00;6.00;6.00;0.00;6.00;4.00;0.00;4.00;2.00;0.00;2.00;0.90;0.23;0.78;float;;float;2.14;0.58;1.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
