Detector;Detector-error;Extractor;Extractor-error;Matcher;Matcher-error;InputResolution;InputResolution-error;InputResolution-median;ProcessingResolution;ProcessingResolution-error;ProcessingResolution-median;DisplayFunction(ms);DisplayFunction(ms)-error;DisplayFunction(ms)-median;ObjectFound;ObjectFound-error;ObjectFound-median;AnalyzeSceneFrame(ms);AnalyzeSceneFrame(ms)-error;AnalyzeSceneFrame(ms)-median;AnalyzerProcess(ms);AnalyzerProcess(ms)-error;AnalyzerProcess(ms)-median;SceneKeypoints;SceneKeypoints-error;SceneKeypoints-median;ObjectKeypoints;ObjectKeypoints-error;ObjectKeypoints-median;GoodSceneKeypoints;GoodSceneKeypoints-error;GoodSceneKeypoints-median;GoodTrainKeypoints;GoodTrainKeypoints-error;GoodTrainKeypoints-median;Inliers;Inliers-error;Inliers-median;Outliers;Outliers-error;Outliers-median;InliersCalc(ms);InliersCalc(ms)-error;InliersCalc(ms)-median;DescriptorType;DescriptorType-error;DescriptorType-median;MatchingDescriptors(ms);MatchingDescriptors(ms)-error;MatchingDescriptors(ms)-median;PerspectiveTransform(ms);PerspectiveTransform(ms)-error;PerspectiveTransform(ms)-median;TrackerInitialize(ms);TrackerInitialize(ms)-error;TrackerInitialize(ms)-median;TrackerCorners;TrackerCorners-error;TrackerCorners-median;isInImage;isInImage-error;isInImage-median;isObjectInsideImage(ms);isObjectInsideImage(ms)-error;isObjectInsideImage(ms)-median;TrackingProcess(ms);TrackingProcess(ms)-error;TrackingProcess(ms)-median;Deviation;Deviation-error;Deviation-median;
STAR;;BRIEF;;Flann;;336x252;;336x252;305x229;;305x229;3.20;1.66;2.34;0.00;0.00;false;1.41;0.52;0.95;2.92;1.59;2.11;24.00;0.00;24.00;22.00;0.00;22.00;6.00;4.00;6.00;6.00;4.00;6.00;3.00;3.00;4.00;2.50;2.50;2.00;1.41;1.41;0.61;binary;;binary;1.22;0.81;0.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
STAR;;BRISK;;BF;;336x252;;336x252;305x229;;305x229;6.64;1.03;5.83;0.00;0.00;false;1.40;0.48;0.98;6.31;0.93;5.6;24.00;0.00;24.00;22.00;0.00;22.00;22.00;0.00;22.00;22.00;0.00;22.00;9.00;0.00;9.00;13.00;0.00;13.00;4.79;0.65;4.31;binary;;binary;0.25;0.18;0.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
STAR;;BRISK;;Flann;;336x252;;336x252;305x229;;305x229;6.18;4.45;3.55;0.00;0.00;false;2.22;1.29;0.99;5.94;4.46;3.31;24.00;0.00;24.00;22.00;0.00;22.00;10.00;5.00;5.00;10.00;5.00;5.00;5.50;1.50;5.00;5.00;5.00;4.00;4.47;4.40;1.73;binary;;binary;1.26;0.83;0.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
STAR;;FREAK;;BF;;336x252;;336x252;305x229;;305x229;25.69;4.47;22.02;0.00;0.00;false;1.34;0.47;0.92;25.44;4.48;21.76;24.00;0.00;24.00;22.00;0.00;22.00;22.00;0.00;22.00;22.00;0.00;22.00;6.00;0.00;6.00;16.00;0.00;16.00;23.96;4.14;20.58;binary;;binary;0.21;0.15;0.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
STAR;;FREAK;;Flann;;336x252;;336x252;305x229;;305x229;4.33;2.76;2.71;0.00;0.00;false;1.27;0.40;0.91;4.08;2.75;2.47;24.00;0.00;24.00;22.00;0.00;22.00;8.00;5.00;7.00;8.00;5.00;7.00;3.00;3.00;5.00;4.00;4.00;3.00;2.63;2.63;0.96;binary;;binary;1.16;0.73;0.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
STAR;;ORB;;BF;;336x252;;336x252;305x229;;305x229;13.76;1.41;12.50;0.00;0.00;false;1.81;0.77;1.09;13.52;1.41;12.26;24.00;0.00;24.00;22.00;0.00;22.00;22.00;0.00;22.00;22.00;0.00;22.00;7.00;0.00;7.00;15.00;0.00;15.00;12.21;1.38;10.98;binary;;binary;0.17;0.08;0.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
STAR;;ORB;;Flann;;336x252;;336x252;305x229;;305x229;3.25;1.45;2.17;0.00;0.00;false;1.46;0.41;1.11;3.01;1.46;1.93;24.00;0.00;24.00;22.00;0.00;22.00;4.50;4.50;5.00;4.50;4.50;5.00;3.00;3.00;4.00;2.50;2.50;1.00;1.41;1.41;0.29;binary;;binary;1.17;0.72;0.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
STAR;;SIFT;;BF;;336x252;;336x252;305x229;;305x229;9.74;1.95;7.97;0.00;0.00;false;9.09;1.73;7.48;9.46;1.95;7.71;24.00;0.00;24.00;22.00;0.00;22.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;float;;float;0.26;0.16;0.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
STAR;;SIFT;;Flann;;336x252;;336x252;305x229;;305x229;9.53;1.4;8.42;0.00;0.00;false;8.74;1.29;7.75;9.28;1.4;8.16;24.00;0.00;24.00;22.00;0.00;22.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;float;;float;0.49;0.12;0.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
STAR;;SURF;;BF;;336x252;;336x252;305x229;;305x229;3.48;0.69;3.40;0.00;0.00;false;3.06;0.62;2.89;3.22;0.66;3.14;24.00;0.00;24.00;22.00;0.00;22.00;1.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;float;;float;0.13;0.07;0.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
STAR;;SURF;;Flann;;336x252;;336x252;305x229;;305x229;4.07;0.75;3.69;0.00;0.00;false;3.26;0.66;2.94;3.77;0.68;3.45;24.00;0.00;24.00;22.00;0.00;22.00;1.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;float;;float;0.63;0.23;0.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SURF;;AKAZE;;BF;;336x252;;336x252;305x229;;305x229;101.39;12.74;93.56;1.00;1.00;true;53.14;8.72;47.66;101.04;12.67;93.27;157.00;0.00;157.00;161.00;0.00;161.00;161.00;0.00;161.00;161.00;0.00;161.00;20.00;0.00;20.00;141.00;0.00;141.00;46.00;4.44;43.03;binary;;binary;2.98;1.55;2.49;0.01;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SURF;;AKAZE;;Flann;;336x252;;336x252;305x229;;305x229;101.44;13.11;92.49;0.84;0.84;true;51.43;7.11;47.64;101.14;13.1;92.17;157.00;0.00;157.00;161.00;0.00;161.00;136.00;11.00;136.00;136.00;11.00;136.00;18.00;9.00;19.00;119.00;15.00;117.00;47.81;6.63;42.23;binary;;binary;4.31;2.31;2.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SURF;;BRIEF;;BF;;336x252;;336x252;305x229;;305x229;68.80;3.88;67.62;0.00;0.00;false;23.51;4.28;22.54;68.55;3.87;67.37;151.00;0.00;151.00;197.00;0.00;197.00;197.00;0.00;197.00;197.00;0.00;197.00;40.00;0.00;40.00;157.00;0.00;157.00;44.45;2.21;42.99;binary;;binary;2.24;0.72;1.71;0.01;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SURF;;BRIEF;;Flann;;336x252;;336x252;305x229;;305x229;63.80;8.84;67.38;0.00;0.00;false;22.67;2.29;22.49;63.55;8.85;67.11;151.00;0.00;151.00;197.00;0.00;197.00;174.50;10.50;176.00;174.50;10.50;176.00;35.00;7.00;38.00;138.50;10.50;138.00;39.68;7.60;42.23;binary;;binary;3.54;1.43;2.25;0.01;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SURF;;BRISK;;BF;;336x252;;336x252;305x229;;305x229;69.65;5.46;67.78;0.00;0.00;false;22.47;2.73;22.69;69.40;5.46;67.52;130.00;0.00;130.00;159.00;0.00;159.00;159.00;0.00;159.00;159.00;0.00;159.00;11.00;0.00;11.00;148.00;0.00;148.00;45.10;3.27;42.53;binary;;binary;2.14;0.54;2.11;0.01;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SURF;;BRISK;;Flann;;336x252;;336x252;305x229;;305x229;75.30;10.14;68.53;0.47;0.47;false;23.11;3.24;22.67;75.03;10.14;68.26;130.00;0.00;130.00;159.00;0.00;159.00;128.50;13.50;128.00;128.50;13.50;128.00;15.50;4.50;13.00;115.50;13.50;114.00;50.82;9.48;42.94;binary;;binary;3.02;1.13;2.16;0.01;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SURF;;FREAK;;BF;;336x252;;336x252;305x229;;305x229;67.16;4.85;65.64;0.00;0.00;false;21.72;2.32;22.15;66.92;4.86;65.40;75.00;0.00;75.00;96.00;0.00;96.00;96.00;0.00;96.00;96.00;0.00;96.00;18.00;0.00;18.00;78.00;0.00;78.00;44.57;3.11;42.29;binary;;binary;0.71;0.33;0.88;0.01;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SURF;;FREAK;;Flann;;336x252;;336x252;305x229;;305x229;55.05;15.67;62.99;0.00;0.00;false;27.37;8.26;22.21;54.79;15.65;62.76;75.00;0.00;75.00;96.00;0.00;96.00;65.00;12.00;64.00;65.00;12.00;64.00;14.50;5.50;15.00;50.50;12.50;50.00;31.48;15.39;39.34;binary;;binary;2.38;1.26;1.18;0.01;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SURF;;ORB;;BF;;336x252;;336x252;305x229;;305x229;70.06;5.05;68.31;0.00;0.00;false;23.36;2.20;23.35;69.81;5.05;68.06;149.00;0.00;149.00;189.00;0.00;189.00;189.00;0.00;189.00;189.00;0.00;189.00;13.00;0.00;13.00;176.00;0.00;176.00;45.42;3.56;43.10;binary;;binary;1.76;0.55;1.65;0.01;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SURF;;ORB;;Flann;;336x252;;336x252;305x229;;305x229;69.85;5.15;68.16;0.02;0.02;false;23.12;2.49;23.27;69.60;5.14;67.89;149.00;0.00;149.00;189.00;0.00;189.00;144.00;12.00;143.00;144.00;12.00;143.00;11.50;3.50;12.00;131.00;11.00;131.00;44.48;3.16;41.96;binary;;binary;2.58;0.51;2.32;0.01;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SURF;;SIFT;;BF;;336x252;;336x252;305x229;;305x229;123.3;4.25;121.17;1.00;1.00;true;116.57;4.20;114.31;123.03;4.25;120.89;166.00;0.00;166.00;213.00;0.00;213.00;44.00;0.00;44.00;44.00;0.00;44.00;18.00;0.00;18.00;26.00;0.00;26.00;4.86;0.75;4.19;float;;float;2.52;0.77;2.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SURF;;SIFT;;Flann;;336x252;;336x252;305x229;;305x229;137.16;16.18;127.37;1.00;1.00;true;126.17;15.97;114.88;136.81;16.10;127.11;166.00;0.00;166.00;213.00;0.00;213.00;48.00;5.00;46.00;48.00;5.00;46.00;17.00;3.00;16.00;30.50;5.50;30.00;10.82;7.09;5.87;float;;float;4.22;0.81;3.53;0.01;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SURF;;SURF;;BF;;336x252;;336x252;305x229;;305x229;61.90;3.47;62.17;0.00;0.00;false;58.48;3.39;58.67;61.67;3.48;61.94;166.00;0.00;166.00;213.00;0.00;213.00;14.00;0.00;14.00;14.00;0.00;14.00;9.00;0.00;9.00;5.00;0.00;5.00;1.28;0.40;0.95;float;;float;2.55;0.85;2.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SURF;;SURF;;Flann;;336x252;;336x252;305x229;;305x229;63.92;3.02;63.61;0.44;0.44;false;58.81;3.11;58.76;63.67;3.03;63.33;166.00;0.00;166.00;213.00;0.00;213.00;15.50;2.50;15.00;15.50;2.50;15.00;11.00;2.00;9.00;4.50;1.50;5.00;1.00;0.42;0.88;float;;float;4.07;0.52;3.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
