Detector;Detector-error;Extractor;Extractor-error;Matcher;Matcher-error;InputResolution;InputResolution-error;InputResolution-median;ProcessingResolution;ProcessingResolution-error;ProcessingResolution-median;DisplayFunction(ms);DisplayFunction(ms)-error;DisplayFunction(ms)-median;ObjectFound;ObjectFound-error;ObjectFound-median;AnalyzeSceneFrame(ms);AnalyzeSceneFrame(ms)-error;AnalyzeSceneFrame(ms)-median;AnalyzerProcess(ms);AnalyzerProcess(ms)-error;AnalyzerProcess(ms)-median;SceneKeypoints;SceneKeypoints-error;SceneKeypoints-median;ObjectKeypoints;ObjectKeypoints-error;ObjectKeypoints-median;GoodSceneKeypoints;GoodSceneKeypoints-error;GoodSceneKeypoints-median;GoodTrainKeypoints;GoodTrainKeypoints-error;GoodTrainKeypoints-median;Inliers;Inliers-error;Inliers-median;Outliers;Outliers-error;Outliers-median;InliersCalc(ms);InliersCalc(ms)-error;InliersCalc(ms)-median;DescriptorType;DescriptorType-error;DescriptorType-median;MatchingDescriptors(ms);MatchingDescriptors(ms)-error;MatchingDescriptors(ms)-median;PerspectiveTransform(ms);PerspectiveTransform(ms)-error;PerspectiveTransform(ms)-median;TrackerInitialize(ms);TrackerInitialize(ms)-error;TrackerInitialize(ms)-median;TrackerCorners;TrackerCorners-error;TrackerCorners-median;isInImage;isInImage-error;isInImage-median;isObjectInsideImage(ms);isObjectInsideImage(ms)-error;isObjectInsideImage(ms)-median;TrackingProcess(ms);TrackingProcess(ms)-error;TrackingProcess(ms)-median;Deviation;Deviation-error;Deviation-median;
MSER;;FREAK;;Flann;;336x252;;336x252;305x229;;305x229;209.89;47.86;176.72;0.00;0.00;false;156.81;16.04;147.78;206.44;47.85;173.26;26.00;0.00;26.00;38.00;0.00;38.00;38.00;0.00;38.00;38.00;0.00;38.00;21.00;8.00;22.00;17.00;8.00;16.00;51.35;45.75;27.40;binary;;binary;11.57;2.14;11.63;0.02;0.01;0.01;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
MSER;;ORB;;BF;;336x252;;336x252;305x229;;305x229;572.16;183.61;402.67;0.00;0.00;false;165.9;66.6;105.05;569.20;182.90;400.39;47.00;0.00;47.00;60.00;0.00;60.00;60.00;0.00;60.00;60.00;0.00;60.00;11.00;0.00;11.00;49.00;0.00;49.00;437.74;152.68;290.01;binary;;binary;1.14;0.88;0.41;0.05;0.04;0.02;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
MSER;;ORB;;Flann;;336x252;;336x252;305x229;;305x229;495.76;339.32;346.66;0.00;0.00;false;163.76;71.26;105.55;492.88;338.63;344.57;47.00;0.00;47.00;60.00;0.00;60.00;60.00;0.00;60.00;60.00;0.00;60.00;16.50;5.50;15.00;43.50;5.50;45.00;311.33;264.51;259.61;binary;;binary;15.48;6.86;14.07;0.03;0.02;0.02;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
MSER;;SIFT;;BF;;336x252;;336x252;305x229;;305x229;848.1;277.44;589.20;0.00;0.00;false;842.55;275.76;586.98;845.32;276.77;588.05;72.00;0.00;72.00;65.00;0.00;65.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;float;;float;3.39;2.15;2.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
MSER;;SIFT;;Flann;;336x252;;336x252;305x229;;305x229;861.79;270.36;600.98;0.00;0.00;false;845.81;266.11;592.84;858.98;269.62;598.93;72.00;0.00;72.00;65.00;0.00;65.00;0.50;0.50;0.00;0.50;0.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;float;;float;16.46;7.11;9.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
MSER;;SURF;;BF;;336x252;;336x252;305x229;;305x229;221.09;101.53;139.28;0.00;0.00;false;209.09;95.80;132.29;218.27;100.70;137.19;72.00;0.00;72.00;65.00;0.00;65.00;8.00;0.00;8.00;8.00;0.00;8.00;6.00;0.00;6.00;2.00;0.00;2.00;5.62;2.67;3.14;float;;float;3.37;2.21;2.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
MSER;;SURF;;Flann;;336x252;;336x252;305x229;;305x229;232.38;97.44;246.29;0.00;0.00;false;207.97;87.98;220.01;228.47;95.55;242.74;72.00;0.00;72.00;65.00;0.00;65.00;8.50;1.50;8.00;8.50;1.50;8.00;6.50;1.50;6.00;2.50;1.50;2.00;7.55;4.59;5.27;float;;float;24.16;14.8;17.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
ORB;;AKAZE;;BF;;336x252;;336x252;305x229;;305x229;926.28;322.11;614.10;1.00;1.00;true;448.92;150.35;350.22;923.09;321.2;611.71;157.00;0.00;157.00;161.00;0.00;161.00;161.00;0.00;161.00;161.00;0.00;161.00;20.00;0.00;20.00;141.00;0.00;141.00;494.59;196.36;331.02;binary;;binary;4.16;2.71;3.32;0.04;0.03;0.02;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
ORB;;AKAZE;;Flann;;336x252;;336x252;305x229;;305x229;954.34;326.12;642.42;0.64;0.64;true;445.82;146.69;320.12;951.33;325.46;640.09;157.00;0.00;157.00;161.00;0.00;161.00;161.00;0.00;161.00;161.00;0.00;161.00;15.00;6.00;16.00;146.00;6.00;145.00;487.05;188.65;304.46;binary;;binary;41.12;15.85;26.61;0.03;0.03;0.02;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
ORB;;BRIEF;;BF;;336x252;;336x252;305x229;;305x229;575.56;194.77;396.66;0.00;0.00;false;41.35;14.24;28.76;572.37;193.75;394.54;430.00;0.00;430.00;463.00;0.00;463.00;463.00;0.00;463.00;463.00;0.00;463.00;33.00;0.00;33.00;430.00;0.00;430.00;525.08;181.06;359.21;binary;;binary;16.28;10.03;6.42;0.04;0.03;0.02;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
