Detector;Detector-error;Extractor;Extractor-error;Matcher;Matcher-error;InputResolution;InputResolution-error;InputResolution-median;ProcessingResolution;ProcessingResolution-error;ProcessingResolution-median;DisplayFunction(ms);DisplayFunction(ms)-error;DisplayFunction(ms)-median;ObjectFound;ObjectFound-error;ObjectFound-median;AnalyzeSceneFrame(ms);AnalyzeSceneFrame(ms)-error;AnalyzeSceneFrame(ms)-median;AnalyzerProcess(ms);AnalyzerProcess(ms)-error;AnalyzerProcess(ms)-median;SceneKeypoints;SceneKeypoints-error;SceneKeypoints-median;ObjectKeypoints;ObjectKeypoints-error;ObjectKeypoints-median;GoodSceneKeypoints;GoodSceneKeypoints-error;GoodSceneKeypoints-median;GoodTrainKeypoints;GoodTrainKeypoints-error;GoodTrainKeypoints-median;Inliers;Inliers-error;Inliers-median;Outliers;Outliers-error;Outliers-median;InliersCalc(ms);InliersCalc(ms)-error;InliersCalc(ms)-median;DescriptorType;DescriptorType-error;DescriptorType-median;MatchingDescriptors(ms);MatchingDescriptors(ms)-error;MatchingDescriptors(ms)-median;PerspectiveTransform(ms);PerspectiveTransform(ms)-error;PerspectiveTransform(ms)-median;TrackerInitialize(ms);TrackerInitialize(ms)-error;TrackerInitialize(ms)-median;TrackerCorners;TrackerCorners-error;TrackerCorners-median;isInImage;isInImage-error;isInImage-median;isObjectInsideImage(ms);isObjectInsideImage(ms)-error;isObjectInsideImage(ms)-median;TrackingProcess(ms);TrackingProcess(ms)-error;TrackingProcess(ms)-median;Deviation;Deviation-error;Deviation-median;
STAR;;AKAZE;;Flann;;336x252;;336x252;305x229;;305x229;962.1;339.85;640.41;0.68;0.68;true;446.96;151.57;313.53;959.05;339.09;638.15;157.00;0.00;157.00;161.00;0.00;161.00;161.00;0.00;161.00;161.00;0.00;161.00;14.50;5.50;16.00;146.50;5.50;145.00;477.85;180.32;300.84;binary;;binary;36.09;10.75;26.57;0.04;0.04;0.01;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
STAR;;BRIEF;;Flann;;336x252;;336x252;305x229;;305x229;99.50;69.61;51.88;0.00;0.00;false;15.90;1.86;15.66;97.43;69.6;50.08;24.00;0.00;24.00;22.00;0.00;22.00;22.00;0.00;22.00;22.00;0.00;22.00;10.00;4.00;6.00;12.00;4.00;13.00;75.55;69.63;28.12;binary;;binary;6.47;1.27;6.62;0.02;0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
STAR;;BRISK;;Flann;;336x252;;336x252;305x229;;305x229;162.22;113.58;60.84;0.00;0.00;false;29.35;5.63;25.05;158.68;113.58;59.68;24.00;0.00;24.00;22.00;0.00;22.00;22.00;0.00;22.00;22.00;0.00;22.00;10.00;4.00;14.00;12.00;4.00;13.00;123.78;114.22;34.41;binary;;binary;10.15;3.03;8.95;0.01;0.01;0.01;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
STAR;;FREAK;;Flann;;336x252;;336x252;305x229;;305x229;139.56;95.48;60.9;0.00;0.00;false;27.44;4.33;25.02;136;95.49;58.72;24.00;0.00;24.00;22.00;0.00;22.00;22.00;0.00;22.00;22.00;0.00;22.00;11.50;4.50;7.00;10.50;4.50;13.00;100.79;94.85;48.39;binary;;binary;9.21;2.28;8.51;0.03;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
STAR;;ORB;;Flann;;336x252;;336x252;305x229;;305x229;108.3;78.47;47.58;0.00;0.00;false;22.58;3.63;20.45;106.22;78.39;46.25;24.00;0.00;24.00;22.00;0.00;22.00;22.00;0.00;22.00;22.00;0.00;22.00;11.00;5.00;6.00;11.00;5.00;13.00;81.35;77.84;27.97;binary;;binary;8.13;3.73;6.21;0.02;0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
STAR;;SIFT;;Flann;;336x252;;336x252;305x229;;305x229;131.50;20.34;118.21;0.00;0.00;false;126.66;20.20;113.20;129.47;20.31;116.1;24.00;0.00;24.00;22.00;0.00;22.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;float;;float;9.47;6.88;2.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
STAR;;SURF;;Flann;;336x252;;336x252;305x229;;305x229;26.91;3.51;25.35;0.00;0.00;false;21.63;2.98;20.44;24.72;3.33;23.26;24.00;0.00;24.00;22.00;0.00;22.00;1.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;float;;float;3.85;1.22;2.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
